patient_id,name,nhs_number,dob,age,gender,ward,bay,bed,hospital_site,consultant,registrar,team,specialty,admission_date,admission_reason,days_in,patient_class,priority,escalation_flag,dnacpr,isolation,vte_status,dw_diet,dw_activity,dw_vitals,dw_investigations,dw_drains,dw_wounds,dw_examination,dw_nursing,dw_drugs,dw_barriers,obs_hr,obs_hr_flag,obs_bp,obs_bp_flag,obs_temp,obs_temp_flag,obs_o2,obs_o2_flag,obs_rr,obs_rr_flag,news_score,medications,allergies,antibiotics,abx_day,abx_review,bloods,imaging,ecg,microbiology,social_situation,mobility,discharge_plan,expected_discharge,ttl_written,procedures,operation_date,post_op_day,case_classification,alerts,tags,status,created_at,last_updated,updated_by
KCH0056,Ms Joyce Green,706 658 3947,19/04/1984,42 yrs,Female,CCU,Bay 2,Bed D,King's College Hospital,Dr Ali,Dr Samuel Boateng,Cardiology,Cardiology,14/02/2026,STEMI + primary PCI,3,Surgery Admit,urgent,escalate,Yes,Droplet,Contraindicated — haemorrhage risk,Soft diet — SALT assessment complete,"Mobilising with zimmer frame, physio BD",HR 126 | BP 95/53 | Temp 38.9°C | O2 89% | RR 26 | NEWS 8,Hb 112 | WCC 8.4 | Plt 340 | Na 138 | K 3.8 | Cr 72 | eGFR >90 | CRP 22 | Trop T neg,IDC in situ — UO monitoring. IV cannula.,Healing well. Sutures for removal day 10.,Examination unremarkable. Improving.,Family very anxious — need update today,"Meropenem 1g TDS IV
Vancomycin IV — levels
Furosemide 80mg BD
Enoxaparin 40mg SC
Insulin sliding scale",Complex social situation — POC to arrange,126,bad,95/53,bad,38.9,bad,89%,bad,26,bad,8,"Meropenem 1g TDS IV
Vancomycin IV — levels
Furosemide 80mg BD
Enoxaparin 40mg SC
Insulin sliding scale",NKDA,Meropenem 1g TDS IV,3,21/02/2026,Hb 112 | WCC 8.4 | Plt 340 | Na 138 | K 3.8 | Cr 72 | eGFR >90 | CRP 22 | Trop T neg,"CT abdomen: no free gas, no collection",,Blood cultures: no growth at 48h,Lives alone. Son visits daily. House has stairs — OT assessment pending.,Mobilising with crutches NWB,Complex social situation. Family meeting this week. Package of care to arrange.,,,STEMI + primary PCI,,,P4 - Elective,CRITICAL — post-op deterioration. Surgical review now. Return to theatre possible.,CARDIOLOGY|URGENT|DNACPR|DROPLET,Active,2026-02-17T13:38:03.425885,2026-02-17T13:38:03.425885,system
KCH0057,Mrs Amina Evans,622 864 9499,09/04/1986,40 yrs,Female,Medical Ward 3,Bay 4,Bed B,King's College Hospital,Dr Patel,Dr David Osei,General Surgery,General Surgery,13/02/2026,Anterior resection (colorectal Ca),4,Day Case,amber,amber,Pending,CDiff,Not indicated — fully mobile low risk,Soft diet — SALT assessment complete,"Fully mobile, no restrictions",HR 93 | BP 105/63 | Temp 38.2°C | O2 94% | RR 18 | NEWS 4,Hb 144 | WCC 7.6 | Plt 210 | Na 139 | K 4.1 | Cr 78 | eGFR 84 | CRP 6 | All within normal limits,Chest drain removed day 2. Cannula only.,Healing well. Sutures for removal day 10.,Chest clear. Abdomen soft. Calves non-tender.,"Night-time confusion, falls risk HIGH","Co-amoxiclav 625mg TDS
Paracetamol 1g QDS
Oxycodone 5mg PRN
Enoxaparin 40mg SC
Omeprazole 20mg OD",Family not yet informed of diagnosis,93,ok,105/63,warn,38.2,warn,94%,warn,18,ok,4,"Co-amoxiclav 625mg TDS
Paracetamol 1g QDS
Oxycodone 5mg PRN
Enoxaparin 40mg SC
Omeprazole 20mg OD",Sulphonamides — rash,Omeprazole 20mg OD,8,19/02/2026,Hb 144 | WCC 7.6 | Plt 210 | Na 139 | K 4.1 | Cr 78 | eGFR 84 | CRP 6 | All within normal limits,"CXR: cardiomegaly, upper lobe diversion",,,Residential care home. POC already in place. Ready to return when medically fit.,Mobilising with crutches NWB,Rehab unit transfer pending — OT assessment complete.,20/02/2026,Pharmacy,Anterior resection (colorectal Ca),15/02/2026,Day 2,P4 - Elective,AMBER — NEWS 4. Increased monitoring. Senior review today.,GENERAL SURGERY|MONITOR|CDIFF,Active,2026-02-17T13:38:03.425937,2026-02-17T13:38:03.425937,system
KCH0058,Ms Florence Thompson,773 542 7481,06/11/1975,51 yrs,Female,Cardiac HDU,Bay 4,Bed D,King's College Hospital,Ms Williams,Dr James Owusu,Cardiology,Cardiology,10/02/2026,STEMI + primary PCI,7,Surgery Admit,urgent,escalate,Yes,MRSA,Contraindicated — haemorrhage risk,Soft/purée — thin fluids safe with chin tuck,Bed rest — haemodynamically unstable,HR 106 | BP 78/42 | Temp 38.8°C | O2 92% | RR 24 | NEWS 9,Hb 105↓ | WCC 22.1↑↑ | Plt 420↑ | Na 134↓ | K 3.6 | Cr 118↑ | eGFR 52 | CRP 180↑ | PCT 4.2↑,Chest drain in situ — draining serosanguinous fluid.,Healing well. Sutures for removal day 10.,Chest clear. Mild abdominal tenderness — expected post-op.,Wound soaking dressings — concern re infection,"Co-amoxiclav 625mg TDS
Paracetamol 1g QDS
Oxycodone 5mg PRN
Enoxaparin 40mg SC
Omeprazole 20mg OD",Complex social situation — POC to arrange,106,warn,78/42,bad,38.8,bad,92%,warn,24,warn,9,"Co-amoxiclav 625mg TDS
Paracetamol 1g QDS
Oxycodone 5mg PRN
Enoxaparin 40mg SC
Omeprazole 20mg OD",Penicillin — rash,Omeprazole 20mg OD,4,21/02/2026,Hb 105↓ | WCC 22.1↑↑ | Plt 420↑ | Na 134↓ | K 3.6 | Cr 118↑ | eGFR 52 | CRP 180↑ | PCT 4.2↑,,,C.diff toxin: negative,Lives with family. Good support network. Daughter is main carer.,Fully mobile — independent,Nursing home placement in progress. Social worker involved.,,Pharmacy,STEMI + primary PCI,,,P2a - Procedure can be deferred for up to 2 weeks,CRITICAL — post-op deterioration. Surgical review now. Return to theatre possible.,CARDIOLOGY|URGENT|DNACPR|MRSA,Active,2026-02-17T13:38:03.425976,2026-02-17T13:38:03.425976,system
KCH0059,Mr Paul Scott,528 710 3258,17/07/1980,46 yrs,Male,CCU,Bay 2,Bed B,King's College Hospital,Mr Thompson,Dr Emmanuel Thomas,Medicine,Medicine,11/02/2026,Delirium + fall,6,Inpatient,amber,amber,Pending,MRSA,Mechanical — TED stockings only,Free fluids — progressing well,Weight-bearing as tolerated with crutches,HR 90 | BP 128/79 | Temp 37.1°C | O2 95% | RR 16 | NEWS 5,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,No drains. Peripheral cannula in situ.,Sternal wound — staple line intact. Clean and dry.,Bibasal crepitations — improving. Abdomen soft.,Pressure area care — repositioning 2-hourly,"Metoprolol 25mg BD
Furosemide 40mg OD
Spironolactone 25mg OD
Warfarin — INR target 2-3
Digoxin 125mcg OD",Complex social situation — POC to arrange,90,ok,128/79,ok,37.1,ok,95%,ok,16,ok,5,"Metoprolol 25mg BD
Furosemide 40mg OD
Spironolactone 25mg OD
Warfarin — INR target 2-3
Digoxin 125mcg OD",Penicillin — anaphylaxis,,,,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,"USS abdomen: gallstones, CBD 4mm — normal",,Wound swab: pending,Lives with spouse (frail). Both need POC arranging. Carer's assessment requested.,Mobilising with crutches NWB,Step-down to ward from HDU — discharge planning to begin.,21/02/2026,,Delirium + fall,,,P4 - Elective,MONITOR — persistent pyrexia. Source unclear. Repeat bloods today.,MEDICINE|MONITOR|MRSA,Active,2026-02-17T13:38:03.426022,2026-02-17T13:38:03.426022,system
KCH0060,Mr Emmanuel Wilson,943 475 9880,25/09/1964,62 yrs,Male,CCU,Bay 2,Bed D,King's College Hospital,Mr Harrington,Dr Ahmed Young,Cardiac Surgery,Cardiac Surgery,15/02/2026,Aortic valve replacement,2,Surgery Admit,amber,amber,No,,Not indicated — fully mobile low risk,Low-sodium cardiac diet. Eating 80% meals,Weight-bearing as tolerated with crutches,HR 88 | BP 122/62 | Temp 37.7°C | O2 93% | RR 22 | NEWS 3,Hb 78↓↓ | WCC 18.6↑ | Plt 88↓ | Na 131↓ | K 5.2↑ | Cr 210↑ | eGFR 28 | CRP 310↑ | Lactate 3.8↑,PICC line in situ. Arterial line R radial.,Sternal wound — staple line intact. Clean and dry.,Cool peripheries. JVP elevated. Bibasal creps.,Wound soaking dressings — concern re infection,"Amoxicillin 500mg TDS
Metronidazole 400mg TDS
Paracetamol 1g QDS
Dalteparin 5000u SC",Complex social situation — POC to arrange,88,ok,122/62,ok,37.7,ok,93%,warn,22,warn,3,"Amoxicillin 500mg TDS
Metronidazole 400mg TDS
Paracetamol 1g QDS
Dalteparin 5000u SC",NKDA,Amoxicillin 500mg TDS,10,20/02/2026,Hb 78↓↓ | WCC 18.6↑ | Plt 88↓ | Na 131↓ | K 5.2↑ | Cr 210↑ | eGFR 28 | CRP 310↑ | Lactate 3.8↑,"MRI spine: L4/5 disc prolapse, no cord compression",Sinus tachycardia 104bpm,,Independent. Drives own car. No mobility aids. Pre-op baseline excellent.,Fully mobile — independent,Not ready — awaiting physio milestones and wound review.,28/02/2026,,Aortic valve replacement,16/02/2026,Day 1,P1b - Urgent - Procedure needed within 72 hours,AMBER — antibiotic review due. Cultures pending. Micro input requested.,CARDIAC SURGERY|MONITOR,Active,2026-02-17T13:38:03.426081,2026-02-17T13:38:03.426081,system
KCH0061,Mr Peter Robinson,948 353 7434,23/06/1980,46 yrs,Male,Medical Ward 3,Bay 4,Bed D,King's College Hospital,Mr Harrington,Dr Paul Green,Gynaecology,Gynaecology,31/01/2026,Hysterectomy (fibroid uterus),17,Inpatient,amber,amber,Pending,,Not indicated — fully mobile low risk,Soft/purée — thin fluids safe with chin tuck,Non-weight bearing R leg. Hoist transfers,HR 102 | BP 123/74 | Temp 38.4°C | O2 95% | RR 20 | NEWS 2,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,Chest drain in situ — draining serosanguinous fluid.,Wound clean and dry. Steristrips intact. NERDS 0.,Chest clear. Abdomen soft. Calves non-tender.,Wound soaking dressings — concern re infection,"Paracetamol 1g QDS
Ibuprofen 400mg TDS
Omeprazole 20mg OD
Enoxaparin 40mg SC",No barriers identified,102,warn,123/74,ok,38.4,warn,95%,ok,20,ok,2,"Paracetamol 1g QDS
Ibuprofen 400mg TDS
Omeprazole 20mg OD
Enoxaparin 40mg SC",Penicillin — rash,Omeprazole 20mg OD,8,20/02/2026,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,"Echo: EF 45%, mild MR, no effusion",,,Lives alone. Son visits daily. House has stairs — OT assessment pending.,Fully mobile — independent,Rehab unit transfer pending — OT assessment complete.,28/02/2026,Complete,Hysterectomy (fibroid uterus),08/02/2026,Day 9,P4 - Elective,AMBER — antibiotic review due. Cultures pending. Micro input requested.,GYNAECOLOGY|MONITOR,Active,2026-02-17T13:38:03.426136,2026-02-17T13:38:03.426136,system
KCH0062,Mrs Mary Nelson,262 995 5489,21/05/1982,44 yrs,Female,Thoracic Ward,Bay 1,Bed C,King's College Hospital,Dr Gupta,Dr Trevor Brown,Orthopaedics,Orthopaedics,04/02/2026,Elective hip replacement (R NOF #),13,Surgery Admit,green,None,No,Droplet,Mechanical — TED stockings only,Soft diet — SALT assessment complete,Wheelchair transfers only,HR 69 | BP 133/72 | Temp 36.7°C | O2 96% | RR 17 | NEWS 0,Hb 144 | WCC 7.6 | Plt 210 | Na 139 | K 4.1 | Cr 78 | eGFR 84 | CRP 6 | All within normal limits,Chest drain in situ — draining serosanguinous fluid.,Wound — mild erythema 1cm. No exudate. Monitor.,Cognitively improved. Chest clear. Mobile.,Wound soaking dressings — concern re infection,"Aspirin 75mg OD
Atorvastatin 80mg ON
Bisoprolol 2.5mg OD
Ramipril 5mg OD
Enoxaparin 40mg SC",Family not yet informed of diagnosis,69,ok,133/72,ok,36.7,ok,96%,ok,17,ok,0,"Aspirin 75mg OD
Atorvastatin 80mg ON
Bisoprolol 2.5mg OD
Ramipril 5mg OD
Enoxaparin 40mg SC",Penicillin — anaphylaxis,,,,Hb 144 | WCC 7.6 | Plt 210 | Na 139 | K 4.1 | Cr 78 | eGFR 84 | CRP 6 | All within normal limits,CXR: bilateral basal atelectasis — improving,Sinus tachycardia 104bpm,Blood cultures: no growth at 48h,Independent. Drives own car. No mobility aids. Pre-op baseline excellent.,Fully mobile — independent,Home with community nursing for wound care. Outpatient review booked.,17/02/2026,,Elective hip replacement (R NOF #),14/02/2026,Day 3,P4 - Elective,,ORTHOPAEDICS|DROPLET,Active,2026-02-17T13:38:03.426175,2026-02-17T13:38:03.426175,system
KCH0063,Mrs Sharon Young,756 793 3340,25/03/1950,76 yrs,Female,Ward 4B,Bay 2,Bed D,King's College Hospital,Dr Patel,Dr Norman Okafor,Cardiac Surgery,Cardiac Surgery,24/01/2026,Aortic dissection type A repair,24,Day Case,urgent,escalate,No,,Apixaban 2.5mg BD,Low-sodium cardiac diet. Eating 80% meals,"Fully mobile, no restrictions",HR 129 | BP 83/59 | Temp 39.0°C | O2 89% | RR 23 | NEWS 7,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,Chest drain in situ — draining serosanguinous fluid.,Sternal wound — staple line intact. Clean and dry.,Bibasal crepitations — improving. Abdomen soft.,IDC in situ — monitoring UO. IV access secure,"Metoprolol 25mg BD
Furosemide 40mg OD
Spironolactone 25mg OD
Warfarin — INR target 2-3
Digoxin 125mcg OD",NHS continuing healthcare assessment pending,129,bad,83/59,bad,39.0,bad,89%,bad,23,warn,7,"Metoprolol 25mg BD
Furosemide 40mg OD
Spironolactone 25mg OD
Warfarin — INR target 2-3
Digoxin 125mcg OD",Penicillin — rash,,,,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,"CXR: cardiomegaly, upper lobe diversion",,Blood cultures: Staph aureus — MSSA,Complex social situation. Homeless pre-admission. SW involved. Awaiting placement.,Walking with stick — improving,Home with GP follow-up in 2 weeks. TTL written.,,,Aortic dissection type A repair,28/01/2026,Day 20,P1b - Urgent - Procedure needed within 72 hours,CRITICAL — post-op deterioration. Surgical review now. Return to theatre possible.,CARDIAC SURGERY|URGENT,Active,2026-02-17T13:38:03.426220,2026-02-17T13:38:03.426220,system
KCH0064,Mr Ahmed Baker,753 708 2163,08/08/1984,42 yrs,Male,Ward 4B,Bay 3,Bed C,King's College Hospital,Ms Osei,Dr Karen Ahmed,Cardiac Surgery,Cardiac Surgery,03/02/2026,Mitral valve repair,14,Day Case,amber,amber,No,Droplet,Contraindicated — haemorrhage risk,NBM — return to theatre possible,Weight-bearing as tolerated with crutches,HR 97 | BP 111/84 | Temp 37.7°C | O2 93% | RR 16 | NEWS 6,Hb 98↓ | WCC 14.2↑ | Plt 210 | Na 136 | K 4.1 | Cr 98 | eGFR 68 | CRP 54↑ | INR 1.1,No drains. Peripheral cannula in situ.,Sternal wound — staple line intact. Clean and dry.,Chest clear. Abdomen soft. Calves non-tender.,IDC in situ — monitoring UO. IV access secure,"Paracetamol 1g QDS
Ibuprofen 400mg TDS
Omeprazole 20mg OD
Enoxaparin 40mg SC",Complex social situation — POC to arrange,97,warn,111/84,ok,37.7,ok,93%,warn,16,ok,6,"Paracetamol 1g QDS
Ibuprofen 400mg TDS
Omeprazole 20mg OD
Enoxaparin 40mg SC",Penicillin — anaphylaxis,Omeprazole 20mg OD,1,20/02/2026,Hb 98↓ | WCC 14.2↑ | Plt 210 | Na 136 | K 4.1 | Cr 98 | eGFR 68 | CRP 54↑ | INR 1.1,"CXR: clear lung fields, no pneumothorax",,C.diff toxin: negative,Lives with family. Good support network. Daughter is main carer.,Bed-bound — hoist transfers,Home tomorrow if clinically stable overnight.,21/02/2026,,Mitral valve repair,08/02/2026,Day 9,P4 - Elective,MONITOR — persistent pyrexia. Source unclear. Repeat bloods today.,CARDIAC SURGERY|MONITOR|DROPLET,Active,2026-02-17T13:38:03.426276,2026-02-17T13:38:03.426276,system
KCH0065,Mr Nigel Boateng,159 350 2412,24/04/1943,83 yrs,Male,Gynae Ward,Bay 1,Bed C,King's College Hospital,Dr Gupta,Dr Philip Wilson,Cardiology,Cardiology,16/02/2026,Atrial fibrillation — rate control,1,Day Case,green,None,Yes,MRSA,Apixaban 2.5mg BD,Soft diet — SALT assessment complete,Mobilising well — physio goals met,HR 82 | BP 114/65 | Temp 36.4°C | O2 98% | RR 16 | NEWS 2,Hb 105↓ | WCC 22.1↑↑ | Plt 420↑ | Na 134↓ | K 3.6 | Cr 118↑ | eGFR 52 | CRP 180↑ | PCT 4.2↑,No lines in situ.,Wound dehiscence — TVN referral made. Dressing daily.,Chest clear. Mild abdominal tenderness — expected post-op.,No nursing concerns,"Meropenem 1g TDS IV
Vancomycin IV — levels
Furosemide 80mg BD
Enoxaparin 40mg SC
Insulin sliding scale",No barriers identified,82,ok,114/65,ok,36.4,ok,98%,ok,16,ok,2,"Meropenem 1g TDS IV
Vancomycin IV — levels
Furosemide 80mg BD
Enoxaparin 40mg SC
Insulin sliding scale",NSAID — GI intolerance,Meropenem 1g TDS IV,3,20/02/2026,Hb 105↓ | WCC 22.1↑↑ | Plt 420↑ | Na 134↓ | K 3.6 | Cr 118↑ | eGFR 52 | CRP 180↑ | PCT 4.2↑,,"AF rate 88bpm, no ST changes",,Residential care home. POC already in place. Ready to return when medically fit.,Wheelchair dependent,Rehab unit transfer pending — OT assessment complete.,17/02/2026,Pharmacy,Atrial fibrillation — rate control,,,P2a - Procedure can be deferred for up to 2 weeks,,CARDIOLOGY|DNACPR|MRSA|DC PLAN,Active,2026-02-17T13:38:03.426334,2026-02-17T13:38:03.426334,system
KCH0066,Mr Emmanuel Asante,621 102 1721,08/12/1984,42 yrs,Male,CCU,Bay 3,Bed D,King's College Hospital,Dr Mensah,Dr Nigel Walker,Cardiology,Cardiology,15/02/2026,NSTEMI,2,Surgery Admit,amber,amber,No,Droplet,Enoxaparin 40mg SC daily,Low-sodium cardiac diet. Eating 80% meals,Non-weight bearing R leg. Hoist transfers,HR 97 | BP 126/67 | Temp 37.5°C | O2 96% | RR 21 | NEWS 4,Hb 112 | WCC 8.4 | Plt 340 | Na 138 | K 3.8 | Cr 72 | eGFR >90 | CRP 22 | Trop T neg,No drains. Peripheral cannula in situ.,Wound dehiscence — TVN referral made. Dressing daily.,Cognitively improved. Chest clear. Mobile.,No nursing concerns,"Meropenem 1g TDS IV
Vancomycin IV — levels
Furosemide 80mg BD
Enoxaparin 40mg SC
Insulin sliding scale",Cognitive assessment incomplete,97,warn,126/67,ok,37.5,ok,96%,ok,21,warn,4,"Meropenem 1g TDS IV
Vancomycin IV — levels
Furosemide 80mg BD
Enoxaparin 40mg SC
Insulin sliding scale",NKDA,Meropenem 1g TDS IV,2,22/02/2026,Hb 112 | WCC 8.4 | Plt 340 | Na 138 | K 3.8 | Cr 72 | eGFR >90 | CRP 22 | Trop T neg,"USS abdomen: gallstones, CBD 4mm — normal","Sinus rhythm 72bpm, normal axis, no ST changes",,Lives alone. Sheltered accommodation. Warden on site. Low-level support needed.,Wheelchair dependent,Home tomorrow if clinically stable overnight.,27/02/2026,,NSTEMI,,,P4 - Elective,MONITOR — persistent pyrexia. Source unclear. Repeat bloods today.,CARDIOLOGY|MONITOR|DROPLET,Active,2026-02-17T13:38:03.426389,2026-02-17T13:38:03.426389,system
KCH0067,Ms Vera Robinson,891 894 4201,19/08/1951,75 yrs,Female,Cardiac HDU,Bay 2,Bed A,King's College Hospital,Dr Mensah,Dr Angela Jones,Cardiology,Cardiology,09/02/2026,Permanent pacemaker implant,8,Day Case,green,None,No,,Enoxaparin 40mg SC daily,Nutritional supplements BD — poor intake,Non-weight bearing R leg. Hoist transfers,HR 71 | BP 130/65 | Temp 37.3°C | O2 96% | RR 18 | NEWS 2,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,No lines in situ.,Healing well. Sutures for removal day 10.,Chest clear. Abdomen soft. Calves non-tender.,Wound soaking dressings — concern re infection,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",Complex social situation — POC to arrange,71,ok,130/65,ok,37.3,ok,96%,ok,18,ok,2,"Morphine PCA
Cyclizine 50mg TDS
Paracetamol 1g QDS IV
Metronidazole 500mg TDS IV
Co-amoxiclav 1.2g TDS IV",Penicillin — anaphylaxis,Metronidazole 500mg TDS IV,5,18/02/2026,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,"X-ray hip: implant in good position, no loosening",,,Independent. Drives own car. No mobility aids. Pre-op baseline excellent.,Fully mobile — independent,Home tomorrow if clinically stable overnight.,18/02/2026,,Permanent pacemaker implant,17/02/2026,Day 0,P4 - Elective,,CARDIOLOGY,Active,2026-02-17T13:38:03.426440,2026-02-17T13:38:03.426440,system
KCH0068,Mr Norman Mensah,367 971 6161,08/05/1982,44 yrs,Male,Surgical Ward 2,Bay 3,Bed D,King's College Hospital,Mr Adeyemi,Dr Frederick Taylor,Medicine,Medicine,10/02/2026,Cellulitis — IV antibiotics,7,Inpatient,green,None,Pending,,Mechanical — TED stockings only,Low-sodium cardiac diet. Eating 80% meals,"Fully mobile, no restrictions",HR 64 | BP 134/83 | Temp 36.3°C | O2 96% | RR 13 | NEWS 1,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,IDC in situ — UO monitoring. IV cannula.,Sternal wound — staple line intact. Clean and dry.,Bibasal crepitations — improving. Abdomen soft.,Wound soaking dressings — concern re infection,"Apixaban 5mg BD
Atorvastatin 40mg ON
Amlodipine 5mg OD
Lisinopril 10mg OD",Family not yet informed of diagnosis,64,ok,134/83,ok,36.3,ok,96%,ok,13,ok,1,"Apixaban 5mg BD
Atorvastatin 40mg ON
Amlodipine 5mg OD
Lisinopril 10mg OD",NKDA,,,,Hb 88↓ | WCC 6.2 | Plt 156 | Na 142 | K 3.9 | Cr 62 | eGFR >90 | CRP 12 | Albumin 28↓,CXR: bilateral basal atelectasis — improving,Sinus bradycardia 48bpm,,Lives with family. Good support network. Daughter is main carer.,Bed-bound — hoist transfers,Awaiting cardiology outpatient slot before discharge.,17/02/2026,,Cellulitis — IV antibiotics,,,P1a - Emergency - Procedure needed within 24 hours,,MEDICINE,Active,2026-02-17T13:38:03.426478,2026-02-17T13:38:03.426478,system
KCH0069,Mrs Anne Walker,669 866 5093,28/08/1947,79 yrs,Female,Ward 6C,Bay 1,Bed A,King's College Hospital,Dr Shah,Dr Albert Thomas,Orthopaedics,Orthopaedics,10/02/2026,Hip hemiarthroplasty (NOF #),7,Day Case,amber,amber,No,Contact,Enoxaparin 40mg SC daily,Nutritional supplements BD — poor intake,Wheelchair transfers only,HR 92 | BP 123/81 | Temp 37.9°C | O2 93% | RR 20 | NEWS 6,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,No lines in situ.,Wound clean and dry. Steristrips intact. NERDS 0.,Cognitively improved. Chest clear. Mobile.,Patient refusing medications at times,"Meropenem 1g TDS IV
Vancomycin IV — levels
Furosemide 80mg BD
Enoxaparin 40mg SC
Insulin sliding scale",Complex social situation — POC to arrange,92,ok,123/81,ok,37.9,warn,93%,warn,20,ok,6,"Meropenem 1g TDS IV
Vancomycin IV — levels
Furosemide 80mg BD
Enoxaparin 40mg SC
Insulin sliding scale",Penicillin — rash,Meropenem 1g TDS IV,2,18/02/2026,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,,,,Lives with family. Good support network. Daughter is main carer.,Mobilising with frame,Rehab unit transfer pending — OT assessment complete.,20/02/2026,Pharmacy,Hip hemiarthroplasty (NOF #),,,P1b - Urgent - Procedure needed within 72 hours,AMBER — NEWS 6. Increased monitoring. Senior review today.,ORTHOPAEDICS|MONITOR|CONTACT,Active,2026-02-17T13:38:03.426522,2026-02-17T13:38:03.426522,system
KCH0070,Mrs Grace Roberts,610 521 8848,21/05/1967,59 yrs,Female,Ward 6C,Bay 4,Bed B,King's College Hospital,Dr Gupta,Dr Amina Robinson,Cardiac Surgery,Cardiac Surgery,27/01/2026,CABG x3,21,Surgery Admit,green,None,No,Contact,Rivaroxaban 10mg OD,Diabetic diet. Good intake. HbA1c optimisation ongoing,Sit in chair twice daily. Sternal precautions,HR 85 | BP 110/77 | Temp 37.1°C | O2 98% | RR 15 | NEWS 2,Hb 118 | WCC 9.8 | Plt 195 | Na 137 | K 4.3 | Cr 95 | eGFR 72 | CRP 45↑ | INR 2.8,IDC in situ — UO monitoring. IV cannula.,Wound clean and dry. Steristrips intact. NERDS 0.,Bibasal crepitations — improving. Abdomen soft.,IDC in situ — monitoring UO. IV access secure,"Apixaban 5mg BD
Atorvastatin 40mg ON
Amlodipine 5mg OD
Lisinopril 10mg OD",Awaiting scan result before discharge,85,ok,110/77,ok,37.1,ok,98%,ok,15,ok,2,"Apixaban 5mg BD
Atorvastatin 40mg ON
Amlodipine 5mg OD
Lisinopril 10mg OD",NKDA,,,,Hb 118 | WCC 9.8 | Plt 195 | Na 137 | K 4.3 | Cr 95 | eGFR 72 | CRP 45↑ | INR 2.8,"X-ray hip: implant in good position, no loosening",AF with fast ventricular response — rate controlled,,Lives alone. Son visits daily. House has stairs — OT assessment pending.,Mobilising with frame,Home tomorrow if clinically stable overnight.,19/02/2026,,CABG x3,13/02/2026,Day 4,P1a - Emergency - Procedure needed within 24 hours,,CARDIAC SURGERY|CONTACT,Active,2026-02-17T13:38:03.426571,2026-02-17T13:38:03.426571,system
KCH0071,Mrs Carol Walker,925 855 6878,19/06/1968,58 yrs,Female,Surgical Ward 2,Bay 2,Bed B,King's College Hospital,Ms Robertson,Dr Sharon Singh,Cardiology,Cardiology,07/02/2026,STEMI + primary PCI,10,Day Case,urgent,escalate,No,Contact,Enoxaparin 40mg SC daily,NBM — return to theatre possible,"Mobilising with zimmer frame, physio BD",HR 105 | BP 85/41 | Temp 38.0°C | O2 89% | RR 25 | NEWS 7,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,PICC line in situ. Arterial line R radial.,Sternal wound — staple line intact. Clean and dry.,Chest clear. Abdomen soft. Calves non-tender.,Family very anxious — need update today,"Prednisolone 40mg OD
Omeprazole 40mg OD
Calcium + Vit D
Enoxaparin 40mg SC
Azathioprine 100mg OD",NHS continuing healthcare assessment pending,105,warn,85/41,bad,38.0,warn,89%,bad,25,warn,7,"Prednisolone 40mg OD
Omeprazole 40mg OD
Calcium + Vit D
Enoxaparin 40mg SC
Azathioprine 100mg OD",NKDA,Omeprazole 40mg OD,8,18/02/2026,Hb 132 | WCC 11.2 | Plt 280 | Na 140 | K 4.0 | Cr 85 | eGFR 78 | CRP 8 | HbA1c 52,,Sinus tachycardia 104bpm,Blood cultures: Staph aureus — MSSA,Lives with spouse. Fully independent pre-admission. No care package needed.,Wheelchair dependent,Not ready — awaiting physio milestones and wound review.,,Pharmacy,STEMI + primary PCI,,,P4 - Elective,CRITICAL — haemodynamically unstable. NEWS 7. ICU review urgently.,CARDIOLOGY|URGENT|CONTACT,Active,2026-02-17T13:38:03.426624,2026-02-17T13:38:03.426624,system
